id,ActivityEquation,BikingOrdinalScaleNum,BikingOrdinalScaleCat,Biking,BoatingOrdinalScaleNum,BoatingOrdinalScaleCat,Boating,CampingOrdinalScaleNum,CampingOrdinalScaleCat,Camping,FishingOrdinalScaleNum,FishingOrdinalScaleCat,Fishing,GardeningOrdinalScaleNum,GardeningOrdinalScaleCat,Gardening,GatheringOrdinalScaleNum,GatheringOrdinalScaleCat,Gathering,HikingOrdinalScaleNum,HikingOrdinalScaleCat,Hiking,HuntingOrdinalScaleNum,HuntingOrdinalScaleCat,Hunting,JoggingOrdinalScaleNum,JoggingOrdinalScaleCat,Jogging,PhotographyOrdinalScaleNum,PhotographyOrdinalScaleCat,Photography,RelaxOthersOrdinalScaleNum,RelaxOthersOrdinalScaleCat,RelaxOthers,RelaxMyselfOrdinalScaleNum,RelaxMyselfOrdinalScaleCat,RelaxMyself,RockClimbingOrdinalScaleNum,RockClimbingOrdinalScaleCat,RockClimbing,WalkingOrdinalScaleNum,WalkingOrdinalScaleCat,Walking,WildlifeOrdinalScaleNum,WildlifeOrdinalScaleCat,Wildlife,BENE_AESTH,BENE_CREATIVE,BENE_TRADITION,BENE_FOOD,BENE_ID,BENE_LIFELESSON,BENE_MENTALWB,BENE_EXER,BENE_FUN,BENE_FAMILIAR,BENE_SOCIAL,BENE_SPIRTUAL,BENE_CARE,BENE_R_AESTH,BENE_R_CREATIVE,BENE_R_TRADITION,BENE_R_FOOD,BENE_R_ID,BENE_R_LIFELESSON,BENE_R_MENTALWB,BENE_R_EXER,BENE_R_FUN,BENE_R_FAMILIAR,BENE_R_SOCIAL,BENE_R_SPIRITUAL,BENE_R_CARE,BENE_RB_AESTH,BENE_RB_CREATIVE,BENE_RB_TRADITION,BENE_RB_FOOD,BENE_RB_ID,BENE_RB_LIFELESSON,BENE_RB_MENTALWB,BENE_RB_EXER,BENE_RB_FUN,BENE_RB_FAMILIAR,BENE_RB_SOCIAL,BENE_RB_SPIRITUAL,BENE_RB_CARE,BenefitsRank[1],BenefitsRank[2],BenefitsRank[3],Unranked,UA v. FA,Zip,LSAD10,UATYP10,GeographyCat,GeographyCatNum,GeographyCatNumInverse,Age,BirthYear,GenderCat,GenderCatNum,GenderCatNumInverse,Gender,Race/EthnicityCatNum,Race/EthnicityCatNumInverse,Race/EthnicityCat,RaceEthnicit1[SQ001],RaceEthnicit1[SQ002],RaceEthnicit1[SQ003],RaceEthnicit1[SQ004],RaceEthnicit1[SQ005],RaceEthnicit1[SQ006],RaceEthnicit7[SQ007],IncomeCat,IncomeCatNum,IncomeCatNumInverse,Income,EmploymentCatNum,EmploymentCatNumInverse,EmploymentCat,Employment[SQ001],Employment[SQ002],Employment[SQ003],Employment[SQ004],Employment[SQ005],Employment[SQ006]
4288,A6  A1  A1  A1  A5  A1  A7  A1  A5  A5  A2  A6  A1  A7  A5   ,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,7,4,4,1,7,5,7,7,7,5,7,4,4,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A7,A1,A8,0,1,5673,99,R,Not urban area,0,1,0,0,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,Y,,,
4290,A1  A5  A5  A1  A6  A1  A4  A1  A1  A1  A3  A3  A1  A6  A6   ,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,6,6,4,7,7,7,6,6,6,6,6,6,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,A5,A7,A1,0,1,5482,75,U,Urban area,1,0,54,1966,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,Y,,,,
4291,A1  A1  A1  A1  A6  A5  A5  A1  A5  A5  A2  A6  A1  A5  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,4,4,6,5,4,7,7,5,6,5,7,4,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,A12,A8,A7,0,1,5465,75,U,Urban area,1,0,36,1984,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
4293,A2  A1  A3  A2  A2  A3  A2  A2  A4  A3  A2  A4  A3  A2  A4   ,1,Less,A2,0,Doesn't do activity,A1,1,Less,A3,1,Less,A2,1,Less,A2,1,Less,A3,1,Less,A2,1,Less,A2,1,Less,A4,1,Less,A3,1,Less,A2,1,Less,A4,1,Less,A3,1,Less,A2,1,Less,A4,3,5,3,2,3,5,6,3,6,3,2,5,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,A2,A4,A3,0,3,5482,75,U,Urban area,1,0,20,2000,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,1,0,Lost job,Y,,,,,
4294,A1  A1  A1  A1  A5  A5  A7  A1  A1  A8  A5  A8  A1  A8  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,2,No change,A5,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,7,7,5,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,A7,A1,A12,0,1,5661,99,R,Not urban area,0,1,72,1948,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
4295,A5  A5  A4  A1  A1  A3  A5  A1  A6  A6  A3  A5  A1  A5  A6   ,2,No change,A5,2,No change,A5,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,3,More,A6,1,Less,A3,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,7,7,7,3,7,7,7,7,7,6,7,7,7,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,A7,A8,A12,0,1,5452,75,U,Urban area,1,0,31,1989,Male,0,1,A1,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,99,99,99,,Y,Y,,,
4296,A5  A5  A2  A5  A8  A1  A5  A5  A8  A1  A3  A5  A1  A5  A5   ,2,No change,A5,2,No change,A5,1,Less,A2,2,No change,A5,3,More,A8,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A8,0,Doesn't do activity,A1,1,Less,A3,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,7,7,7,7,7,7,7,7,7,6,7,7,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A8,A1,A7,0,1,5774,99,R,Not urban area,0,1,32,1988,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
4297,A1  A1  A1  A1  A7  A1  A3  A1  A1  A1  A2  A1  A1  A6  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,6,4,6,2,5,6,6,7,7,6,3,6,5,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,A8,A9,A3,0,2,5740,99,R,Not urban area,0,1,48,1972,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,Y,,
4298,A1  A1  A1  A1  A5  A1  A5  A1  A1  A1  A1  A1  A1  A7  A6   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A6,6,3,3,5,5,3,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A7,A9,A8,0,1,5301,76,C,Not urban area,0,1,36,1984,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
4299,A6  A1  A1  A1  A6  A1  A6  A1  A1  A6  A6  A6  A1  A6  A6   ,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,6,6,6,3,7,6,7,7,7,7,5,7,4,3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,A8,A9,A1,0,1,5401,75,U,Urban area,1,0,56,1964,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,Y,
4300,A5  A5  A3  A3  A5  A5  A8  A1  A6  A6  A4  A4  A2  A7  A6   ,2,No change,A5,2,No change,A5,1,Less,A3,1,Less,A3,2,No change,A5,2,No change,A5,3,More,A8,0,Doesn't do activity,A1,3,More,A6,3,More,A6,1,Less,A4,1,Less,A4,1,Less,A2,3,More,A7,3,More,A6,7,5,5,5,7,7,7,7,6,6,6,7,7,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,A7,A1,A13,0,1,5477,99,R,Not urban area,0,1,58,1962,99,99,99,99,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
4303,A6  A1  A5  A6  A7  A6  A6  A1  A5  A5  A7  A5  A1  A7  A7   ,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,3,More,A7,3,More,A6,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,7,7,7,7,7,7,7,7,7,6,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5445,99,R,Not urban area,0,1,44,1976,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
4304,A5  A3  A1  A1  A5  A1  A3  A1  A7  A1  A3  A7  A1  A7  A1   ,2,No change,A5,1,Less,A3,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,1,Less,A3,3,More,A7,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,5,3,4,6,4,7,7,7,6,4,6,4,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A7,A1,A8,0,1,5482,75,U,Urban area,1,0,54,1966,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
4305,A6  A5  A4  A1  A8  A4  A5  A1  A1  A5  A5  A5  A1  A6  A5   ,3,More,A6,2,No change,A5,1,Less,A4,0,Doesn't do activity,A1,3,More,A8,1,Less,A4,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,7,5,4,4,5,5,6,5,5,5,5,5,5,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,A9,A1,A8,0,1,5473,99,R,Not urban area,0,1,44,1976,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,Y,,,,
4307,A6  A5  A4  A1  A8  A5  A5  A1  A1  A3  A3  A1  A1  A7  A5   ,3,More,A6,2,No change,A5,1,Less,A4,0,Doesn't do activity,A1,3,More,A8,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,5,4,4,4,5,5,6,6,5,5,5,5,5,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,A1,A7,A11,0,1,5473,99,R,Not urban area,0,1,44,1976,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,Y,,,,
4309,A6  A1  A1  A1  A7  A1  A6  A1  A1  A1  A5  A6  A1  A1  A8   ,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,7,4,4,4,5,5,7,5,5,7,4,6,5,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A1,A7,A9,0,1,5143,99,R,Not urban area,0,1,42,1978,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,Y,,,,
4310,A1  A1  A1  A1  A7  A1  A7  A1  A1  A5  A6  A5  A1  A7  A8   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A8,7,4,5,6,5,5,7,6,6,6,5,4,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,A5,A7,99,0,1,5494,99,R,Not urban area,0,1,34,1986,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,Y,
4313,A1  A1  A1  A1  A8  A1  A7  A1  A1  A8  A8  A7  A1  A8  A8   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,3,More,A8,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,7,6,5,7,7,7,7,7,7,4,7,7,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,A5,A7,A8,0,1,5403,75,U,Urban area,1,0,39,1981,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,Y,,,,
4314,A6  A6  A3  A6  A7  A7  A7  A1  A6  A7  A7  A7  A1  A6  A6   ,3,More,A6,3,More,A6,1,Less,A3,3,More,A6,3,More,A7,3,More,A7,3,More,A7,0,Doesn't do activity,A1,3,More,A6,3,More,A7,3,More,A7,3,More,A7,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,7,6,6,7,7,7,7,7,7,7,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5495,75,U,Urban area,1,0,40,1980,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,Y,,,,
4315,A7  A1  A5  A1  A5  A5  A7  A1  A5  A5  A7  A5  A1  A8  A7   ,3,More,A7,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,7,6,3,6,6,7,7,7,7,7,7,7,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,A10,A8,A13,0,1,5401,75,U,Urban area,1,0,32,1988,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
4317,A8  A5  A5  A1  A7  A6  A8  A1  A1  A5  A6  A5  A1  A8  A6   ,3,More,A8,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A8,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A6,7,5,6,5,7,6,7,7,6,7,6,7,7,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,A5,A7,A9,0,1,5344,76,C,Not urban area,0,1,46,1974,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,Y,,,,
4319,A1  A1  A1  A1  A7  A1  A1  A1  A1  A2  A7  A7  A1  A7  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,3,More,A7,3,More,A7,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,6,6,4,7,7,7,6,7,7,6,7,6,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,A12,A7,A1,0,1,5673,99,R,Not urban area,0,1,68,1952,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,,,Y
4320,A2  A1  A3  A4  A5  A1  A2  A1  A1  A3  A4  A6  A2  A4  A5   ,1,Less,A2,0,Doesn't do activity,A1,1,Less,A3,1,Less,A4,2,No change,A5,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,1,Less,A4,3,More,A6,1,Less,A2,1,Less,A4,2,No change,A5,7,7,7,1,7,7,7,7,7,5,7,7,7,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,A5,A7,A9,0,1,5454,99,R,Not urban area,0,1,27,1993,Male,0,1,A1,0,1,White,,,,,,,Y,Below Median Range,1,3,A2,0,1,All other fields,,,,,Y,
4321,A5  A1  A3  A1  A5  A1  A5  A1  A1  A5  A6  A5  A1  A5  A5   ,2,No change,A5,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,7,5,5,7,7,7,7,7,7,7,5,7,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,A7,A11,A5,0,1,5344,76,C,Not urban area,0,1,44,1976,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,Y,,
4322,A1  A3  A3  A1  A7  A5  A4  A1  A1  A1  A4  A5  A1  A5  A7   ,0,Doesn't do activity,A1,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A4,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,3,More,A7,7,4,5,4,6,6,6,6,6,6,5,7,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,A7,A9,99,0,1,5452,75,U,Urban area,1,0,72,1948,Male,0,1,A1,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
4323,A5  A5  A1  A1  A5  A1  A5  A1  A5  A1  A5  A6  A5  A5  A6   ,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,2,No change,A5,2,No change,A5,3,More,A6,7,5,5,7,7,6,7,7,7,5,5,7,7,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,A5,A9,A13,0,1,99,,99,99,99,99,54,1966,Female,1,0,A2,1,0,All but white,,,,Y,,,Y,Above Median Range,3,1,A8,99,99,99,,,,Y,Y,
4325,A1  A1  A1  A1  A7  A6  A6  A1  A1  A6  A8  A6  A1  A8  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A8,3,More,A6,0,Doesn't do activity,A1,3,More,A8,3,More,A7,1,1,1,5,1,3,1,3,1,1,1,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,A1,A3,A5,0,2,5478,76,C,Not urban area,0,1,60,1960,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,,,Y
4326,A1  A5  A1  A5  A5  A4  A2  A1  A1  A1  A2  A2  A2  A7  A6   ,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,1,Less,A4,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A2,1,Less,A2,3,More,A7,3,More,A6,7,4,4,6,5,5,7,7,6,5,7,7,6,2,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,A12,A1,A7,0,1,5672,99,R,Not urban area,0,1,58,1962,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,Y,,,
4331,A1  A1  A2  A1  A5  A1  A2  A1  A1  A2  A2  A2  A1  A3  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,7,7,7,4,7,7,7,7,7,7,6,7,7,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,A5,A7,A12,0,1,5408,75,U,Urban area,1,0,46,1974,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,Y,,,
4333,A1  A4  A6  A1  A6  A6  A1  A1  A1  A5  A5  A5  A1  A6  A6   ,0,Doesn't do activity,A1,1,Less,A4,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,5,4,7,6,4,6,4,6,7,6,5,7,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,A4,A11,A9,0,2,5443,99,R,Not urban area,0,1,51,1969,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,Y,,,,
4334,A1  A1  A1  A5  A1  A1  A1  A1  A1  A1  A1  A1  A1  A8  A8   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,6,6,2,4,4,6,6,6,6,4,4,6,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A9,A1,A7,0,1,5732,99,R,Not urban area,0,1,69,1951,Male,0,1,A1,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
4335,A1  A1  A1  A1  A5  A5  A1  A1  A1  A5  A2  A5  A1  A5  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,6,6,7,6,7,7,7,7,7,7,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5667,99,R,Not urban area,0,1,76,1944,Female,1,0,A2,99,99,99,,,,,,,,Below Median Range,1,3,A3,0,1,All other fields,,,,,,Y
4336,A1  A1  A1  A7  A5  A8  A7  A1  A1  A6  A3  A6  A1  A8  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,3,More,A8,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,1,Less,A3,3,More,A6,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,7,6,4,6,5,7,4,7,6,6,4,6,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,A1,A4,A7,0,2,5478,76,C,Not urban area,0,1,43,1977,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,Y,,,
4337,A6  A6  A3  A1  A8  A1  A7  A1  A8  A7  A7  A1  A1  A7  A1   ,3,More,A6,3,More,A6,1,Less,A3,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A7,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,5,6,5,7,5,7,7,7,6,6,7,7,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,A12,A7,A4,0,2,5673,99,R,Not urban area,0,1,46,1974,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,Y,,,
